; Sample;Value
; 5111; -3.5
; 5136; -3.5
; 5161; -3.5
; 5186; -3.5
; 5211; -6.5
; 5236; -6.5
; 5261; -6.5
; 5286; -6.5
; 5311; -5.4000000953674316
; 5336; -5.4000000953674316
; 5361; -5.4000000953674316
; 5386; -5.4000000953674316
; 5411; -4.1999998092651367
; 5436; -4.1999998092651367
; 5461; -4.1999998092651367
; 5486; -4.1999998092651367
; 5511; -3.7000000476837158
; 5536; -3.7000000476837158
; 5561; -3.7000000476837158
; 5586; -3.7000000476837158
; 5611; 0.40000000596046448
; 5636; 0.40000000596046448
; 5661; 0.40000000596046448
; 5686; 0.40000000596046448
; 5711; 2.5999999046325684
; 5737; 2.5999999046325684
; 5761; 2.5999999046325684
; 5786; 1.7999999523162842
; 5811; 1.7999999523162842
; 5836; 1.7999999523162842
; 5861; 1.7999999523162842
; 5886; -0.800000011920929
; 5911; -0.800000011920929
; 5936; -0.800000011920929
; 5961; -0.800000011920929
; 5986; -2.5999999046325684
; 6011; -2.5999999046325684
; 6036; -2.5999999046325684
; 6061; -2.5999999046325684
; 6086; -6.1999998092651367
; 6111; -6.1999998092651367
; 6136; -6.1999998092651367
; 6161; -6.1999998092651367
; 6186; -8.1999998092651367
; 6211; -8.1999998092651367
; 6236; -8.1999998092651367
; 6261; -8.1999998092651367
; 6286; -2.0999999046325684
; 6311; -2.0999999046325684
; 6336; -2.0999999046325684
; 6361; -2.0999999046325684
; 6386; 2.9000000953674316
; 6411; 2.9000000953674316
; 6436; 2.9000000953674316
; 6461; 2.9000000953674316
; 6486; -1.2000000476837158
; 6511; -1.2000000476837158
; 6536; -1.2000000476837158
; 6561; 1.6000000238418579
; 6586; 1.6000000238418579
; 6611; 1.6000000238418579
; 6636; 1.6000000238418579
; 6661; 2.7000000476837158
; 6686; 2.7000000476837158
; 6711; 2.7000000476837158
; 6736; 2.7000000476837158
; 6761; -1.3999999761581421
; 6786; -1.3999999761581421
; 6811; -1.3999999761581421
; 6836; -1.3999999761581421
; 6861; -7.1999998092651367
; 6886; -7.1999998092651367
; 6911; -7.1999998092651367
; 6936; -7.1999998092651367
; 6961; -2.4000000953674316
; 6986; -2.4000000953674316
; 7011; -2.4000000953674316
; 7036; -2.4000000953674316
; 7061; -5.1999998092651367
; 7086; -5.1999998092651367
; 7111; -5.1999998092651367
; 7136; -5.1999998092651367
; 7161; -6.9000000953674316
; 7186; -6.9000000953674316
; 7211; -6.9000000953674316
; 7236; -6.9000000953674316
; 7261; -3.5999999046325684
; 7286; -3.5999999046325684
; 7311; -3.5999999046325684
; 7336; -1.1000000238418579
; 7361; -1.1000000238418579
; 7386; -1.1000000238418579
; 7411; -1.1000000238418579
; 7436; -0.30000001192092896
; 7461; -0.30000001192092896
; 7486; -0.30000001192092896
; 7511; -0.30000001192092896
; 7536; 2.4000000953674316
; 7561; 2.4000000953674316
; 7586; 2.4000000953674316
; 7611; 2.4000000953674316
; 7636; 2.0999999046325684
; 7661; 2.0999999046325684
; 7686; 2.0999999046325684
; 7711; 2.0999999046325684
; 7736; -1.2999999523162842
; 7761; -1.2999999523162842
; 7786; -1.2999999523162842
; 7811; -1.2999999523162842
; 7836; -4.3000001907348633
; 7861; -4.3000001907348633
; 7886; -4.3000001907348633
; 7911; -4.3000001907348633
; 7936; -5.5999999046325684
; 7961; -5.5999999046325684
; 7986; -5.5999999046325684
; 8011; -5.5999999046325684
; 8036; -6.4000000953674316
; 8061; -6.4000000953674316
; 8086; -6.4000000953674316
; 8111; -6.6999998092651367
; 8136; -6.6999998092651367
; 8161; -6.6999998092651367
; 8186; -6.6999998092651367
; 8211; -2
; 8236; -2
; 8261; -2
; 8286; -2
; 8311; 1.7999999523162842
; 8336; 1.7999999523162842
; 8361; 1.7999999523162842
; 8386; 1.7999999523162842
; 8411; 2.2000000476837158
; 8436; 2.2000000476837158
; 8461; 2.2000000476837158
; 8486; 2.2000000476837158
; 8511; 1.6000000238418579
; 8536; 1.6000000238418579
; 8561; 1.6000000238418579
; 8586; 1.6000000238418579
; 8611; -0.40000000596046448
; 8636; -0.40000000596046448
; 8661; -0.40000000596046448
; 8686; -0.40000000596046448
; 8711; -5.3000001907348633
; 8736; -5.3000001907348633
; 8761; -5.3000001907348633
; 8786; -5.3000001907348633
; 8811; -6.6999998092651367
; 8836; -6.6999998092651367
; 8861; -6.6999998092651367
; 8886; -6.6999998092651367
; 8911; -5.6999998092651367
; 8936; -5.6999998092651367
; 8961; -5.6999998092651367
; 8986; -3.4000000953674316
; 9011; -3.4000000953674316
; 9036; -3.4000000953674316
; 9061; -3.4000000953674316
; 9086; -2.9000000953674316
; 9111; -2.9000000953674316
; 9136; -2.9000000953674316
; 9161; -2.9000000953674316
; 9186; 0
; 9211; 0
; 9236; 0
; 9261; 0
; 9286; 3
; 9311; 3
; 9336; 3
; 9361; 3
; 9386; -0.40000000596046448
; 9411; -0.40000000596046448
; 9436; -0.40000000596046448
; 9461; -0.40000000596046448
; 9486; -0.800000011920929
; 9511; -0.800000011920929
; 9536; -0.800000011920929
; 9561; -0.800000011920929
; 9586; -2.5999999046325684
; 9611; -2.5999999046325684
; 9636; -2.5999999046325684
; 9661; -2.5999999046325684
; 9686; -5.0999999046325684
; 9711; -5.0999999046325684
; 9736; -5.0999999046325684
; 9761; -6.8000001907348633
; 9786; -6.8000001907348633
; 9811; -6.8000001907348633
; 9836; -6.8000001907348633
; 9861; -0.89999997615814209
; 9886; -0.89999997615814209
; 9911; -0.89999997615814209
; 9936; -0.89999997615814209
; 9961; 0.20000000298023224
; 9986; 0.20000000298023224
; 10011; 0.20000000298023224
; 10036; 0.20000000298023224
; 10061; -1.1000000238418579
; 10086; -1.1000000238418579
; 10111; -1.1000000238418579
; 10136; -1.1000000238418579
; 10161; 1.8999999761581421
; 10186; 1.8999999761581421
; 10211; 1.8999999761581421
; 10236; 1.8999999761581421
; 10261; 3
; 10286; 3
; 10311; 3
; 10336; 3
; 10361; -0.5
; 10386; -0.5
; 10411; -0.5
; 10436; -0.5
; 10461; -3.4000000953674316
; 10486; -3.4000000953674316
; 10511; -3.4000000953674316
; 10536; -4.9000000953674316
; 10561; -4.9000000953674316
; 10586; -4.9000000953674316
; 10611; -4.9000000953674316
; 10636; -7.0999999046325684
; 10661; -7.0999999046325684
; 10686; -7.0999999046325684
; 10711; -7.0999999046325684
; 10736; -7
; 10761; -7
; 10786; -7
; 10811; -7
; 10836; -2.5
; 10861; -2.5
; 10886; -2.5
; 10911; -2.5
; 10936; 0.699999988079071
; 10961; 0.699999988079071
; 10986; 0.699999988079071
; 11011; 0.699999988079071
; 11036; 2.5999999046325684
; 11061; 2.5999999046325684
; 11086; 2.5999999046325684
; 11111; 2.5999999046325684
; 11136; 1.2000000476837158
; 11161; 1.2000000476837158
; 11186; 1.2000000476837158
; 11211; 1.2000000476837158
; 11236; 0.699999988079071
; 11261; 0.699999988079071
; 11286; 0.699999988079071
; 11311; -5
; 11336; -5
; 11361; -5
; 11386; -5
; 11411; -6.6999998092651367
; 11436; -6.6999998092651367
; 11461; -6.6999998092651367
; 11486; -6.6999998092651367
; 11511; -5.5
; 11536; -5.5
; 11561; -5.5
; 11586; -5.5
; 11611; -4
; 11636; -4
; 11661; -4
; 11686; -4
; 11711; -3.4000000953674316
; 11736; -3.4000000953674316
; 11761; -3.4000000953674316
; 11786; -3.4000000953674316
; 11811; -0.20000000298023224
; 11836; -0.20000000298023224
; 11861; -0.20000000298023224
; 11886; -0.20000000298023224
; 11911; 2.5999999046325684
; 11936; 2.5999999046325684
; 11961; 2.5999999046325684
; 11986; 2.5999999046325684
; 12011; 0.30000001192092896
; 12036; 0.30000001192092896
; 12061; 0.30000001192092896
; 12086; 0.30000001192092896
; 12111; -0.60000002384185791
; 12136; -0.60000002384185791
; 12161; -0.60000002384185791
; 12186; -2
; 12211; -2
; 12236; -2
; 12261; -2
; 12286; -4.6999998092651367
; 12311; -4.6999998092651367
; 12336; -4.6999998092651367
; 12361; -4.6999998092651367
; 12386; -7.0999999046325684
; 12411; -7.0999999046325684
; 12436; -7.0999999046325684
; 12461; -7.0999999046325684
; 12486; -4.4000000953674316
; 12511; -4.4000000953674316
; 12536; -4.4000000953674316
; 12561; -4.4000000953674316
; 12586; -2.5
; 12611; -2.5
; 12636; -2.5
; 12661; -2.5
; 12686; -1.5
; 12711; -1.5
; 12736; -1.5
; 12761; -1.5
; 12786; 1.3999999761581421
; 12811; 1.3999999761581421
; 12836; 1.3999999761581421
; 12861; 1.3999999761581421
; 12886; 2.2999999523162842
; 12911; 2.2999999523162842
; 12936; 2.2999999523162842
; 12961; 0.10000000149011612
; 12986; 0.10000000149011612
; 13011; 0.10000000149011612
; 13036; 0.10000000149011612
; 13061; -3.2999999523162842
; 13086; -3.2999999523162842
; 13111; -3.2999999523162842
; 13136; -3.2999999523162842
; 13161; -4.9000000953674316
; 13186; -4.9000000953674316
; 13211; -4.9000000953674316
; 13236; -4.9000000953674316
; 13261; -6.5
; 13286; -6.5
; 13311; -6.5
; 13336; -6.5
; 13361; -7.0999999046325684
; 13386; -7.0999999046325684
; 13411; -7.0999999046325684
; 13436; -7.0999999046325684
; 13461; -2.0999999046325684
; 13486; -2.0999999046325684
; 13511; -2.0999999046325684
; 13536; -2.0999999046325684
; 13561; 0.30000001192092896
; 13586; 0.30000001192092896
; 13611; 0.30000001192092896
; 13636; 0.30000001192092896
; 13661; 2
; 13686; 2
; 13711; 2
; 13736; 2.0999999046325684
; 13761; 2.0999999046325684
; 13786; 2.0999999046325684
; 13811; 2.0999999046325684
; 13836; 0.800000011920929
; 13861; 0.800000011920929
; 13886; 0.800000011920929
; 13911; 0.800000011920929
; 13936; -4.4000000953674316
; 13961; -4.4000000953674316
; 13986; -4.4000000953674316
; 14011; -4.4000000953674316
; 14036; -6.5999999046325684
; 14061; -6.5999999046325684
; 14086; -6.5999999046325684
; 14111; -6.5999999046325684
; 14136; -5.6999998092651367
; 14161; -5.6999998092651367
; 14186; -5.6999998092651367
; 14211; -5.6999998092651367
; 14236; -3.7000000476837158
; 14261; -3.7000000476837158
; 14286; -3.7000000476837158
; 14311; -3.7000000476837158
; 14336; -3.7000000476837158
; 14361; -3.7000000476837158
; 14386; -3.7000000476837158
; 14412; -3.7000000476837158
; 14436; -0.60000002384185791
; 14461; -0.60000002384185791
; 14486; -0.60000002384185791
; 14511; 2.5999999046325684
; 14536; 2.5999999046325684
; 14561; 2.5999999046325684
; 14586; 2.5999999046325684
; 14611; 0
; 14636; 0
; 14661; 0
; 14686; 0
; 14711; 0.30000001192092896
; 14736; 0.30000001192092896
; 14761; 0.30000001192092896
; 14786; 0.30000001192092896
; 14811; -2.0999999046325684
; 14836; -2.0999999046325684
; 14861; -2.0999999046325684
; 14886; -2.0999999046325684
; 14911; -4.5
; 14936; -4.5
; 14961; -4.5
; 14986; -4.5
; 15011; -6.9000000953674316
; 15036; -6.9000000953674316
; 15061; -6.9000000953674316
; 15086; -6.9000000953674316
; 15111; -4.8000001907348633
; 15136; -4.8000001907348633
; 15161; -4.8000001907348633
; 15186; -4.8000001907348633
; 15211; -2.5999999046325684
; 15236; -2.5999999046325684
; 15261; -2.5999999046325684
; 15286; -2.5999999046325684
; 15311; -2
; 15336; -2
; 15361; -2
; 15386; 1.5
; 15411; 1.5
; 15436; 1.5
; 15461; 1.5
; 15487; 3.0999999046325684
; 15511; 3.0999999046325684
; 15536; 3.0999999046325684
; 15561; 3.0999999046325684
; 15586; -0.20000000298023224
; 15611; -0.20000000298023224
; 15636; -0.20000000298023224
; 15661; -0.20000000298023224
; 15686; -4.9000000953674316
; 15711; -4.9000000953674316
; 15736; -4.9000000953674316
; 15761; -4.9000000953674316
; 15786; -4.9000000953674316
; 15811; -4.9000000953674316
; 15836; -4.9000000953674316
; 15861; -4.9000000953674316
; 15886; 1.3999999761581421
; 15911; 1.3999999761581421
; 15936; 1.3999999761581421
; 15961; 1.3999999761581421
; 15986; -7.1999998092651367
; 16011; -7.1999998092651367
; 16036; -7.1999998092651367
; 16061; -7.1999998092651367
; 16086; -3.2000000476837158
; 16111; -3.2000000476837158
; 16136; -3.2000000476837158
; 16161; 0
; 16186; 0
; 16211; 0
; 16236; 0
; 16261; 1.3999999761581421
; 16286; 1.3999999761581421
; 16311; 1.3999999761581421
; 16336; 1.3999999761581421
; 16361; 1.3999999761581421
; 16386; 1.3999999761581421
; 16411; 1.3999999761581421
; 16436; 1.3999999761581421
; 16461; -4.5
; 16486; -4.5
; 16511; -4.5
; 16536; -4.5
; 16561; -7.4000000953674316
; 16586; -7.4000000953674316
; 16611; -7.4000000953674316
; 16636; -7.4000000953674316
; 16661; -6.4000000953674316
; 16686; -6.4000000953674316
; 16711; -6.4000000953674316
; 16736; -6.4000000953674316
; 16761; -5.6999998092651367
; 16786; -5.6999998092651367
; 16811; -5.6999998092651367
; 16836; -5.6999998092651367
; 16861; -4.1999998092651367
; 16886; -4.1999998092651367
; 16911; -4.1999998092651367
; 16936; -3.7000000476837158
; 16961; -3.7000000476837158
; 16986; -3.7000000476837158
; 17011; -3.7000000476837158
; 17036; -0.699999988079071
; 17061; -0.699999988079071
; 17086; -0.699999988079071
; 17111; -0.699999988079071
; 17136; 2.5
; 17161; 2.5
; 17186; 2.5
; 17211; 2.5
; 17236; 0.20000000298023224
; 17261; 0.20000000298023224
; 17286; 0.20000000298023224
; 17311; 0.20000000298023224
; 17336; -0.20000000298023224
; 17361; -0.20000000298023224
; 17386; -0.20000000298023224
; 17411; -0.20000000298023224
; 17436; -1.6000000238418579
; 17461; -1.6000000238418579
; 17486; -1.6000000238418579
; 17511; -1.6000000238418579
; 17536; -4.5999999046325684
; 17561; -4.5999999046325684
; 17586; -4.5999999046325684
; 17611; -4.5999999046325684
; 17636; -7
; 17661; -7
; 17686; -7
; 17711; -4.9000000953674316
; 17736; -4.9000000953674316
; 17761; -4.9000000953674316
; 17786; -4.9000000953674316
; 17811; -3
; 17836; -3
; 17861; -3
; 17886; -3
; 17911; -1.7999999523162842
; 17936; -1.7999999523162842
; 17961; -1.7999999523162842
; 17986; -1.7999999523162842
; 18011; 1.3999999761581421
; 18036; 1.3999999761581421
; 18061; 1.3999999761581421
; 18086; 1.3999999761581421
; 18111; 2.7999999523162842
; 18136; 2.7999999523162842
; 18161; 2.7999999523162842
; 18186; 2.7999999523162842
; 18211; 0.40000000596046448
; 18236; 0.40000000596046448
; 18261; 0.40000000596046448
; 18286; 0.40000000596046448
; 18312; -3.0999999046325684
; 18336; -3.0999999046325684
; 18361; -3.0999999046325684
; 18386; -3.0999999046325684
; 18411; -4.1999998092651367
; 18436; -4.1999998092651367
; 18461; -4.1999998092651367
; 18486; -4.1999998092651367
; 18511; -7.3000001907348633
; 18536; -7.3000001907348633
; 18561; -7.3000001907348633
; 18586; -7.6999998092651367
; 18611; -7.6999998092651367
; 18636; -7.6999998092651367
; 18661; -7.6999998092651367
; 18686; -2.7999999523162842
; 18711; -2.7999999523162842
; 18736; -2.7999999523162842
; 18761; -2.7999999523162842
; 18786; 2.7999999523162842
; 18811; 2.7999999523162842
; 18836; 2.7999999523162842
; 18861; 2.7999999523162842
; 18886; -2.0999999046325684
; 18911; -2.0999999046325684
; 18936; -2.0999999046325684
; 18961; -2.0999999046325684
; 18986; 1.6000000238418579
; 19011; 1.6000000238418579
; 19036; 1.6000000238418579
; 19061; 1.6000000238418579
; 19086; 1.3999999761581421
; 19111; 1.3999999761581421
; 19136; 1.3999999761581421
; 19162; 1.3999999761581421
; 19186; -3.2999999523162842
; 19211; -3.2999999523162842
; 19236; -3.2999999523162842
; 19261; -3.2999999523162842
; 19286; -5.8000001907348633
; 19311; -5.8000001907348633
; 19336; -5.8000001907348633
; 19361; -5.8000001907348633
; 19386; -1.3999999761581421
; 19411; -1.3999999761581421
; 19436; -1.3999999761581421
; 19461; -1.7999999523162842
; 19486; -1.7999999523162842
; 19511; -1.7999999523162842
; 19536; -1.7999999523162842
; 19561; -4.5
; 19586; -4.5
; 19611; -4.5
; 19636; -4.5
; 19661; 2
; 19686; 2
; 19711; 2
; 19736; 2
; 19761; -0.89999997615814209
; 19786; -0.89999997615814209
; 19811; -0.89999997615814209
; 19836; -0.89999997615814209
; 19861; 0.30000001192092896
; 19886; 0.30000001192092896
; 19911; 0.30000001192092896
; 19936; 0.30000001192092896
; 19962; 0.60000002384185791
; 19986; 0.60000002384185791
; 20011; 0.60000002384185791
; 20036; 0.60000002384185791
; 20061; -1.1000000238418579
; 20086; -1.1000000238418579
; 20111; -1.1000000238418579
; 20136; -4.1999998092651367
; 20161; -4.1999998092651367
; 20186; -4.1999998092651367
; 20211; -4.1999998092651367
; 20236; -7.1999998092651367
; 20261; -7.1999998092651367
; 20286; -7.1999998092651367
; 20311; -7.1999998092651367
; 20336; -5.3000001907348633
; 20361; -5.3000001907348633
; 20386; -5.3000001907348633
; 20411; -5.3000001907348633
; 20436; -2.7999999523162842
; 20461; -2.7999999523162842
; 20486; -2.7999999523162842
; 20511; -2.7999999523162842
; 20536; -2.9000000953674316
; 20561; -2.9000000953674316
; 20586; -2.9000000953674316
; 20611; -2.9000000953674316
; 20636; 1.3999999761581421
; 20662; 1.3999999761581421
; 20686; 1.3999999761581421
; 20711; 1.3999999761581421
; 20736; 2.9000000953674316
; 20761; 2.9000000953674316
; 20786; 2.9000000953674316
; 20811; 2.9000000953674316
; 20836; 0.89999997615814209
; 20861; 0.89999997615814209
; 20886; 0.89999997615814209
; 20911; 0.89999997615814209
; 20936; -1.8999999761581421
; 20961; -1.8999999761581421
; 20986; -1.8999999761581421
; 21011; -3.7999999523162842
; 21036; -3.7999999523162842
; 21061; -3.7999999523162842
; 21086; -3.7999999523162842
; 21111; -6.8000001907348633
; 21136; -6.8000001907348633
; 21161; -6.8000001907348633
; 21186; -6.8000001907348633
; 21211; -8.1999998092651367
; 21236; -8.1999998092651367
; 21261; -8.1999998092651367
; 21286; -8.1999998092651367
; 21311; -3.5999999046325684
; 21336; -3.5999999046325684
; 21361; -3.5999999046325684
; 21386; -3.5999999046325684
; 21411; -0.5
; 21436; -0.5
; 21461; -0.5
; 21486; -0.5
; 21511; 0.60000002384185791
; 21536; 0.60000002384185791
; 21561; 0.60000002384185791
; 21586; 0.60000002384185791
; 21611; 1.7999999523162842
; 21636; 1.7999999523162842
; 21661; 1.7999999523162842
; 21686; 1.7999999523162842
; 21711; 2.5
; 21736; 2.5
; 21761; 2.5
; 21786; -3.0999999046325684
; 21811; -3.0999999046325684
; 21836; -3.0999999046325684
; 21862; -3.0999999046325684
; 21886; -4.3000001907348633
; 21912; -4.3000001907348633
; 21936; -4.3000001907348633
; 21961; -4.3000001907348633
; 21986; -5.1999998092651367
; 22011; -5.1999998092651367
; 22036; -5.1999998092651367
; 22061; -5.1999998092651367
; 22086; -5.0999999046325684
; 22112; -5.0999999046325684
; 22136; -5.0999999046325684
; 22161; -5.0999999046325684
; 22186; -0.30000001192092896
; 22211; -0.30000001192092896
; 22237; -0.30000001192092896
; 22261; -0.30000001192092896
; 22286; 1.6000000238418579
; 22311; 1.6000000238418579
; 22336; 1.6000000238418579
; 22362; 1.6000000238418579
; 22386; 1
; 22411; 1
; 22436; 1
; 22461; 1
; 22486; 0.40000000596046448
; 22511; 0.40000000596046448
; 22536; 0.40000000596046448
; 22561; 1.6000000238418579
; 22586; 1.6000000238418579
; 22611; 1.6000000238418579
; 22636; 1.6000000238418579
; 22661; -2.2000000476837158
; 22686; -2.2000000476837158
; 22711; -2.2000000476837158
; 22736; -2.2000000476837158
; 22761; -3.4000000953674316
; 22786; -3.4000000953674316
; 22811; -3.4000000953674316
; 22836; -3.4000000953674316
; 22861; -4.5999999046325684
; 22886; -4.5999999046325684
; 22911; -4.5999999046325684
; 22936; -4.5999999046325684
; 22961; -6.1999998092651367
; 22986; -6.1999998092651367
; 23011; -6.1999998092651367
; 23036; -6.1999998092651367
; 23061; -5.0999999046325684
; 23086; -5.0999999046325684
; 23111; -5.0999999046325684
; 23136; -5.0999999046325684
; 23161; -5.0999999046325684
; 23186; -5.0999999046325684
; 23211; -5.0999999046325684
; 23236; -5.0999999046325684
; 23261; -0.10000000149011612
; 23286; -0.10000000149011612
; 23311; -0.10000000149011612
; 23336; 2.7000000476837158
; 23361; 2.7000000476837158
; 23386; 2.7000000476837158
; 23411; 2.7000000476837158
; 23436; 2.0999999046325684
; 23461; 2.0999999046325684
; 23486; 2.0999999046325684
; 23511; 2.0999999046325684
; 23536; -0.30000001192092896
; 23561; -0.30000001192092896
; 23586; -0.30000001192092896
; 23611; -0.30000001192092896
; 23636; -2.0999999046325684
; 23661; -2.0999999046325684
; 23686; -2.0999999046325684
; 23711; -2.0999999046325684
; 23736; -6.6999998092651367
; 23761; -6.6999998092651367
; 23786; -6.6999998092651367
; 23811; -6.6999998092651367
; 23836; -8
; 23861; -8
; 23886; -8
; 23911; -8
; 23936; -4.5
; 23961; -4.5
; 23986; -4.5
; 24011; -4.5
; 24036; -2.2999999523162842
; 24061; -2.2999999523162842
; 24086; -2.2999999523162842
; 24111; -2.2999999523162842
; 24136; 0
; 24161; 0
; 24186; 0
; 24211; 1.3999999761581421
; 24236; 1.3999999761581421
; 24261; 1.3999999761581421
; 24286; 1.3999999761581421
; 24311; 2.5999999046325684
; 24336; 2.5999999046325684
; 24361; 2.5999999046325684
; 24386; 2.5999999046325684
; 24411; -1.8999999761581421
; 24436; -1.8999999761581421
; 24461; -1.8999999761581421
; 24486; -1.8999999761581421
; 24511; -3.7000000476837158
; 24536; -3.7000000476837158
; 24561; -3.7000000476837158
; 24586; -3.7000000476837158
; 24611; -4.5
; 24636; -4.5
; 24661; -4.5
; 24686; -4.5
; 24711; -5.6999998092651367
; 24736; -5.6999998092651367
; 24761; -5.6999998092651367
; 24786; -5.6999998092651367
; 24811; -6
; 24836; -6
; 24861; -6
; 24886; -6
; 24911; -3.2000000476837158
; 24936; -3.2000000476837158
; 24961; -3.2000000476837158
; 24986; -0.40000000596046448
; 25011; -0.40000000596046448
; 25036; -0.40000000596046448
; 25061; -0.40000000596046448
; 25086; 0.10000000149011612
; 25111; 0.10000000149011612
; 25136; 0.10000000149011612
; 25161; 0.10000000149011612
; 25186; 2
; 25211; 2
; 25236; 2
; 25261; 2
; 25286; 1.3999999761581421
; 25311; 1.3999999761581421
; 25336; 1.3999999761581421
; 25361; 1.3999999761581421
; 25386; -1.5
; 25411; -1.5
